start_time,end_time,transfer,bandwidth
0.0,1.0,2.26 MBytes,18.9 Mbits/sec
1.0,2.0,1.86 MBytes,15.6 Mbits/sec
2.0,3.0,1.68 MBytes,14.1 Mbits/sec
3.0,4.0,1.12 MBytes,9.38 Mbits/sec
4.0,5.0,1.12 MBytes,9.38 Mbits/sec
5.0,6.0,1.43 MBytes,12.0 Mbits/sec
6.0,7.0,2.05 MBytes,17.2 Mbits/sec
7.0,8.0,1.99 MBytes,16.7 Mbits/sec
8.0,9.0,1.99 MBytes,16.7 Mbits/sec
9.0,10.0,1.74 MBytes,14.6 Mbits/sec
10.0,11.0,1.55 MBytes,13.0 Mbits/sec
11.0,11.6,1.24 MBytes,17.3 Mbits/sec
0.0,11.6,20.0 MBytes,14.5 Mbits/sec
0.0,11.64,19.4 MBytes,14.0 Mbits/sec
