start_time,end_time,transfer,bandwidth
0.0,1.0,805 KBytes,6.59 Mbits/sec
1.0,2.0,573 KBytes,4.69 Mbits/sec
2.0,3.0,509 KBytes,4.17 Mbits/sec
3.0,4.0,509 KBytes,4.17 Mbits/sec
4.0,5.0,573 KBytes,4.69 Mbits/sec
5.0,6.0,382 KBytes,3.13 Mbits/sec
6.0,7.0,509 KBytes,4.17 Mbits/sec
7.0,8.0,573 KBytes,4.69 Mbits/sec
8.0,9.0,509 KBytes,4.17 Mbits/sec
9.0,10.0,382 KBytes,3.13 Mbits/sec
10.0,11.0,382 KBytes,3.13 Mbits/sec
11.0,12.0,636 KBytes,5.21 Mbits/sec
12.0,13.0,636 KBytes,5.21 Mbits/sec
13.0,14.0,891 KBytes,7.29 Mbits/sec
14.0,15.0,1.24 MBytes,10.4 Mbits/sec
15.0,16.0,509 KBytes,4.17 Mbits/sec
16.0,16.77,636 KBytes,6.73 Mbits/sec
0.0,16.77,10.0 MBytes,5.02 Mbits/sec
0.0,16.79,9.72 MBytes,4.86 Mbits/sec
