start_time,end_time,transfer,bandwidth
0.0,1.0,1.37 MBytes,11.5 Mbits/sec
1.0,2.0,2.05 MBytes,17.2 Mbits/sec
2.0,3.0,2.05 MBytes,17.2 Mbits/sec
3.0,4.0,1.99 MBytes,16.7 Mbits/sec
4.0,5.0,1.80 MBytes,15.1 Mbits/sec
5.0,6.0,1.55 MBytes,13.0 Mbits/sec
6.0,7.0,1.86 MBytes,15.6 Mbits/sec
7.0,8.0,2.17 MBytes,18.2 Mbits/sec
8.0,9.0,2.49 MBytes,20.9 Mbits/sec
9.0,10.0,1.80 MBytes,15.1 Mbits/sec
10.0,10.73,1.12 MBytes,12.9 Mbits/sec
0.0,10.73,20.3 MBytes,15.8 Mbits/sec
0.0,10.77,19.3 MBytes,15.0 Mbits/sec
