start_time,end_time,transfer,bandwidth
0.0,1.0,355 KBytes,2.91 Mbits/sec
1.0,2.0,325 KBytes,2.66 Mbits/sec
2.0,3.0,386 KBytes,3.16 Mbits/sec
3.0,4.0,382 KBytes,3.13 Mbits/sec
4.0,5.0,445 KBytes,3.65 Mbits/sec
5.0,6.0,509 KBytes,4.17 Mbits/sec
6.0,7.0,509 KBytes,4.17 Mbits/sec
7.0,8.0,382 KBytes,3.13 Mbits/sec
8.0,9.0,509 KBytes,4.17 Mbits/sec
9.0,10.0,382 KBytes,3.13 Mbits/sec
10.0,11.0,382 KBytes,3.13 Mbits/sec
11.0,12.0,382 KBytes,3.13 Mbits/sec
12.0,13.0,382 KBytes,3.13 Mbits/sec
13.0,14.0,382 KBytes,3.13 Mbits/sec
14.0,15.0,509 KBytes,4.17 Mbits/sec
15.0,16.0,382 KBytes,3.13 Mbits/sec
16.0,17.0,382 KBytes,3.13 Mbits/sec
17.0,18.0,382 KBytes,3.13 Mbits/sec
18.0,19.0,954 KBytes,7.82 Mbits/sec
19.0,20.0,382 KBytes,3.13 Mbits/sec
20.0,21.0,382 KBytes,3.13 Mbits/sec
21.0,22.0,382 KBytes,3.13 Mbits/sec
22.0,23.0,382 KBytes,3.13 Mbits/sec
23.0,24.0,255 KBytes,2.09 Mbits/sec
24.0,24.46,255 KBytes,4.58 Mbits/sec
0.0,24.46,10.1 MBytes,3.47 Mbits/sec
0.0,24.56,9.83 MBytes,3.36 Mbits/sec
