start_time,end_time,transfer,bandwidth
0.0,1.0,779 KBytes,6.38 Mbits/sec
1.0,2.0,891 KBytes,7.30 Mbits/sec
2.0,3.0,891 KBytes,7.30 Mbits/sec
3.0,4.0,764 KBytes,6.26 Mbits/sec
4.0,5.0,764 KBytes,6.26 Mbits/sec
5.0,6.0,764 KBytes,6.25 Mbits/sec
6.0,7.0,891 KBytes,7.30 Mbits/sec
7.0,8.0,1.24 MBytes,10.4 Mbits/sec
8.0,9.0,1.62 MBytes,13.5 Mbits/sec
9.0,10.0,1.86 MBytes,15.6 Mbits/sec
10.0,11.0,1.86 MBytes,15.6 Mbits/sec
11.0,12.0,2.05 MBytes,17.2 Mbits/sec
12.0,13.0,1.86 MBytes,15.6 Mbits/sec
13.0,14.0,1.12 MBytes,9.38 Mbits/sec
14.0,15.0,1.12 MBytes,9.39 Mbits/sec
15.0,16.0,1.30 MBytes,10.9 Mbits/sec
16.0,16.16,382 KBytes,20.1 Mbits/sec
0.0,16.16,20.0 MBytes,10.4 Mbits/sec
0.0,16.18,19.6 MBytes,10.2 Mbits/sec
