start_time,end_time,transfer,bandwidth
0.0,1.0,420 KBytes,3.44 Mbits/sec
1.0,2.0,509 KBytes,4.17 Mbits/sec
2.0,3.0,509 KBytes,4.17 Mbits/sec
3.0,4.0,830 KBytes,6.80 Mbits/sec
4.0,5.0,636 KBytes,5.21 Mbits/sec
5.0,6.0,577 KBytes,4.72 Mbits/sec
6.0,7.0,642 KBytes,5.26 Mbits/sec
7.0,8.0,573 KBytes,4.69 Mbits/sec
8.0,9.0,636 KBytes,5.21 Mbits/sec
9.0,10.0,636 KBytes,5.21 Mbits/sec
10.0,11.0,509 KBytes,4.17 Mbits/sec
11.0,12.0,891 KBytes,7.30 Mbits/sec
12.0,13.0,636 KBytes,5.21 Mbits/sec
13.0,14.0,764 KBytes,6.26 Mbits/sec
14.0,15.0,636 KBytes,5.21 Mbits/sec
15.0,16.0,382 KBytes,3.13 Mbits/sec
16.0,16.78,509 KBytes,5.34 Mbits/sec
0.0,16.78,10.1 MBytes,5.03 Mbits/sec
0.0,16.81,9.80 MBytes,4.89 Mbits/sec
