start_time,end_time,transfer,bandwidth
0.0,1.0,724 KBytes,5.93 Mbits/sec
1.0,2.0,509 KBytes,4.17 Mbits/sec
2.0,3.0,636 KBytes,5.21 Mbits/sec
3.0,4.0,509 KBytes,4.17 Mbits/sec
4.0,5.0,509 KBytes,4.17 Mbits/sec
5.0,6.0,509 KBytes,4.17 Mbits/sec
6.0,7.0,891 KBytes,7.30 Mbits/sec
7.0,8.0,509 KBytes,4.17 Mbits/sec
8.0,9.0,382 KBytes,3.13 Mbits/sec
9.0,10.0,382 KBytes,3.13 Mbits/sec
10.0,11.0,636 KBytes,5.21 Mbits/sec
11.0,12.0,509 KBytes,4.17 Mbits/sec
12.0,13.0,636 KBytes,5.21 Mbits/sec
13.0,14.0,764 KBytes,6.25 Mbits/sec
14.0,15.0,827 KBytes,6.78 Mbits/sec
15.0,16.0,764 KBytes,6.26 Mbits/sec
16.0,17.0,891 KBytes,7.30 Mbits/sec
17.0,18.0,764 KBytes,6.25 Mbits/sec
18.0,19.0,573 KBytes,4.70 Mbits/sec
19.0,20.0,764 KBytes,6.26 Mbits/sec
20.0,21.0,954 KBytes,7.82 Mbits/sec
21.0,22.0,764 KBytes,6.25 Mbits/sec
22.0,23.0,700 KBytes,5.73 Mbits/sec
23.0,24.0,509 KBytes,4.17 Mbits/sec
24.0,25.0,509 KBytes,4.17 Mbits/sec
25.0,26.0,764 KBytes,6.26 Mbits/sec
26.0,27.0,509 KBytes,4.17 Mbits/sec
27.0,28.0,509 KBytes,4.17 Mbits/sec
28.0,29.0,764 KBytes,6.26 Mbits/sec
29.0,30.0,764 KBytes,6.26 Mbits/sec
30.0,31.0,764 KBytes,6.25 Mbits/sec
31.0,31.63,509 KBytes,6.61 Mbits/sec
0.0,31.63,20.2 MBytes,5.36 Mbits/sec
0.0,31.68,19.7 MBytes,5.21 Mbits/sec
